gene,is_de,true_fc,direction
Gene_00902,False,1.0,none
Gene_00903,False,1.0,none
Gene_00904,False,1.0,none
Gene_00905,False,1.0,none
Gene_00906,False,1.0,none
Gene_00907,False,1.0,none
Gene_00908,False,1.0,none
Gene_00909,False,1.0,none
Gene_00910,False,1.0,none
Gene_00911,False,1.0,none
Gene_00912,False,1.0,none
Gene_00913,False,1.0,none
Gene_00914,False,1.0,none
Gene_00915,False,1.0,none
Gene_00916,False,1.0,none
Gene_00917,False,1.0,none
Gene_00918,True,4.8642610368378705,up
Gene_00919,False,1.0,none
Gene_00920,False,1.0,none
Gene_00921,False,1.0,none
Gene_00922,False,1.0,none
Gene_00923,False,1.0,none
Gene_00924,False,1.0,none
Gene_00925,False,1.0,none
Gene_00926,False,1.0,none
Gene_00927,False,1.0,none
Gene_00928,False,1.0,none
Gene_00929,False,1.0,none
Gene_00930,False,1.0,none
Gene_00931,False,1.0,none
Gene_00932,False,1.0,none
Gene_00933,False,1.0,none
Gene_00934,False,1.0,none
Gene_00935,False,1.0,none
Gene_00936,False,1.0,none
Gene_00937,False,1.0,none
Gene_00938,False,1.0,none
Gene_00939,False,1.0,none
Gene_00940,False,1.0,none
Gene_00941,False,1.0,none
Gene_00942,False,1.0,none
Gene_00943,False,1.0,none
Gene_00944,False,1.0,none
Gene_00945,True,0.23463009199505278,down
Gene_00946,False,1.0,none
Gene_00947,False,1.0,none
Gene_00948,False,1.0,none
Gene_00949,False,1.0,none
Gene_00950,False,1.0,none
Gene_00951,False,1.0,none
Gene_00952,False,1.0,none
Gene_00953,False,1.0,none
Gene_00954,False,1.0,none
Gene_00955,False,1.0,none
Gene_00956,False,1.0,none
Gene_00957,False,1.0,none
Gene_00958,False,1.0,none
Gene_00959,False,1.0,none
Gene_00960,False,1.0,none
Gene_00961,False,1.0,none
Gene_00962,False,1.0,none
Gene_00963,False,1.0,none
Gene_00964,False,1.0,none
Gene_00965,False,1.0,none
Gene_00966,True,0.3088486174180621,down
Gene_00967,True,4.2009321957877,up
Gene_00968,False,1.0,none
Gene_00969,True,4.98369670462573,up
Gene_00970,False,1.0,none
Gene_00971,True,4.3240303051203615,up
Gene_00972,False,1.0,none
Gene_00973,False,1.0,none
Gene_00974,False,1.0,none
Gene_00975,False,1.0,none
Gene_00976,False,1.0,none
Gene_00977,False,1.0,none
Gene_00978,False,1.0,none
Gene_00979,True,0.23196886512231552,down
Gene_00980,False,1.0,none
Gene_00981,False,1.0,none
Gene_00982,False,1.0,none
Gene_00983,False,1.0,none
Gene_00984,False,1.0,none
Gene_00985,False,1.0,none
Gene_00986,False,1.0,none
Gene_00987,False,1.0,none
Gene_00988,False,1.0,none
Gene_00989,False,1.0,none
Gene_00990,False,1.0,none
Gene_00991,False,1.0,none
Gene_00992,False,1.0,none
Gene_00993,False,1.0,none
Gene_00994,True,0.37272856511486935,down
Gene_00995,False,1.0,none
Gene_00996,False,1.0,none
Gene_00997,False,1.0,none
Gene_00998,False,1.0,none
Gene_00999,False,1.0,none
